id,label,statement,subject,speaker,job,state,party,barely_true,false,half_true,mostly_true,pants_fire,context
5803.json,1.0,says legislative cuts mean texas is spending on average 500 less per student,"education,state-budget",donna-howard,Texas House Representative,Texas,democrat,1.0,0.0,1.0,2.0,0.0,remarks at a Texas Capitol rally
9666.json,0.0,the fundraising numbers are in and our grassroots support is unmatched,"campaign-finance,elections",glenn-grothman,"State Senator, 20th District",Wisconsin,republican,2.0,4.0,1.0,1.0,0.0,in a Facebook posting
2837.json,0.0,its gotten to a point where the average federal worker makes twice as much as the average private sector worker,"economy,federal-budget,government-efficiency",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a news conference
4589.json,0.0,these 15 political appointees on the ipab will make all the major health care decisions for over 300 million americans,"health-care,new-hampshire-2012,abc-news-week",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,a debate in New Hampshire
9169.json,1.0,before our last three presidents you have to go back to the 1800s early 1800s to find three presidents in a row being consecutively reelected,"elections,history",joe-scarborough,Host of a morning show on MSNBC,,none,1.0,4.0,3.0,3.0,0.0,"comments on MSNBC's ""Morning Joe"""
5279.json,1.0,today for the first time in fifteen years master locks unionized plant in milwaukee is running at full capacity,"jobs,trade",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the State of the Union speech
13006.json,1.0,tom reed has actually voted for every single trade deal that has ever come before him in any form,"jobs,trade",john-plumb,Candidate for Congress,New York,democrat,0.0,0.0,0.0,0.0,0.0,an interview on Capital Tonight.
10738.json,0.0,isis camp a few miles from texas mexican authorities confirm,"immigration,military,terrorism",judicial-watch,,,organization,1.0,1.0,0.0,0.0,0.0,a web item
5629.json,0.0,new federal projections estimate that the health care overhaul will cost 176 trillion over 10 years  well above the 940 billion democrats originally claimed,health-care,tom-price,Congressman,Georgia,republican,1.0,2.0,5.0,3.0,0.0,a press release
2806.json,0.0,social security is indeed a ponzi scheme,social-security,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an interview.
947.json,0.0,the omnibus bill has only 38 billion in earmarks,federal-budget,democratic-congressional-leadership,,,democrat,0.0,1.0,0.0,0.0,0.0,statements to reporters.
11264.json,1.0,trump proposed enacting the largest tax increase in american history,"candidates-biography,taxes",jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,a fundraising email
779.json,1.0,senator mccain has been talking tough about earmarks and thats good but earmarks account for about 18billion of our budget,federal-budget,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Nashville, Tenn."
8637.json,1.0,we pay among the highest tolls in the nation for the privilege of crossing that bridge,transportation,loretta-weinberg,State Senator,,democrat,1.0,2.0,0.0,1.0,0.0,an interview on the John Gambling radio program
1398.json,0.0,says kay bailey hutchison voted for sanctuary cities,immigration,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a debate.
498.json,1.0,mccain hired some of the biggest lobbyists in washington to run his campaign,"elections,ethics",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Tampa, Fla."
183.json,0.0,john wasnt this raging populist four years ago when he ran for president,job-accomplishments,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Chariton, Iowa"
2094.json,1.0,house republicans who complained they didnt have enough time to consider a constitutional ban against oil drilling shoved through a proposal in just a few days to open state waters to oil drilling,"energy,environment,oil-spill",alex-sink,,Florida,democrat,1.0,2.0,2.0,4.0,0.0,remarks to reporters.
12697.json,0.0,says no one from the bush family attended the 2012 republican national convention and there was no president bush at the 2008 convention,elections,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,"an interview on ""Meet the Press"""
8347.json,0.0,texas republicans believe in abolishing social security abolishing va health care,"social-security,veterans",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,an MSNBC interview
1930.json,0.0,in the case of general motors the bush administration wrote a check without asking for any conditions of change,"corporations,financial-regulation,market-regulation,abc-news-week,transportation",rahm-emanuel,Mayor of Chicago,Illinois,democrat,1.0,1.0,1.0,2.0,0.0,"an interview on ""This Week."""
2699.json,0.0,when president then candidate obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign they refused to do it,"campaign-finance,transparency",michael-steele,chairman of the Republican National Committee,Maryland,republican,0.0,1.0,1.0,0.0,2.0,"an interview on NBC's ""Meet the Press"""
3485.json,0.0,oregon is the only state out of the 50 states in the usa that continues to pay 100 of the medical benefits for its employees and their families,"health-care,state-budget",dennis-richardson,state representative,Oregon,republican,0.0,4.0,1.0,2.0,0.0,a newsletter
11453.json,0.0,you wonder why you dont see rand paul as much hes still shopping for his billionaire hes like the only one who hasnt found a billionaire to fund his super pac,campaign-finance,claire-mccaskill,U.S. Senator,Missouri,democrat,1.0,1.0,0.0,0.0,0.0,comments to HBO host Bill Maher
12077.json,0.0,the mitchell park domes lose about 1 millionplus every year and the number of people going to the domes has been going down,county-budget,chris-abele,Philanthropist,Wisconsin,none,3.0,5.0,4.0,4.0,2.0,an interview
9021.json,0.0,under a bill before the legislature youd have to go to court to fire an employee,"economy,jobs,labor,legal-issues",kenneth-block,businessman,,republican,0.0,3.0,2.0,3.0,0.0,a TV interview
6158.json,1.0,there is little if any evidence that the use of red light cameras in new jersey has reduced the number or severity of accidents at the intersections where they are used,transportation,michael-doherty,,,republican,1.0,3.0,1.0,1.0,0.0,a news release
8141.json,1.0,says nearly 29000 oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage,housing,ellen-rosenblum,,,democrat,1.0,0.0,0.0,0.0,0.0,an opinion article
1254.json,0.0,under the hate crimes bill any pastor preacher priest rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime,crime,john-kline,U.S. Congressman,,republican,0.0,1.0,0.0,0.0,0.0,a press release
10374.json,1.0,state school funding per pupil is down 16 percent compared to 2009 after adjusting for inflation,"education,state-budget",virginia-education-association,,,none,0.0,0.0,0.0,0.0,0.0,a web post.
10447.json,0.0,there were more people on welfare than working in 2013,"economy,jobs,poverty,welfare",terry-jeffrey,Editor-in-chief of CNSNews,Virginia,none,0.0,1.0,0.0,0.0,0.0,a column in TownHall.com
2354.json,1.0,says state rep kristi thibaut was an acorn lobbyist,candidates-biography,republican-party-texas,,Texas,republican,3.0,1.0,1.0,3.0,1.0,a tweet
8309.json,1.0,in fiscal year 20112012 4191 abortions were paid for by taxpayers via the oregon health plan,"abortion,taxes",oregon-2014,,Oregon,organization,0.0,0.0,0.0,0.0,0.0,online campaign materials
7596.json,0.0,any legislative action that is taken now could very well be rendered completely null and void by the decision of the supreme court expected this june,"gays-and-lesbians,marriage",thomas-tobin,Bishop of the Diocese of Providence,,none,0.0,2.0,0.0,0.0,0.0,a news release
13252.json,0.0,after how hard you work and how much you pay in taxes new york city ends up getting the money im chris jacobs i think its time we have someone in albany thats making sure our region gets our fair share,taxes,chris-jacobs,Erie County Clerk,New York,republican,0.0,1.0,0.0,0.0,0.0,a campaign ad
3097.json,1.0,texas leads the nation in the percentage of residents without health insurance,health-care,paul-krugman,New York Times columnist,,none,0.0,2.0,3.0,4.0,0.0,an op-ed column
1762.json,0.0,this administration and this congress have been systematically cutting funding to border security since the democrats took control,immigration,mike-pence,Governor,Indiana,republican,8.0,10.0,12.0,5.0,0.0,an interview on NBC's 'Meet the Press' 
6462.json,0.0,mitt romney is the first major party candidate for president of the united states in modern times not to release at least 12 years of tax returns,"candidates-biography,taxes",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,an interview on Fox News
6308.json,1.0,says new hampshire has the thirdhighest property tax in the country,"corrections-and-updates,taxes",jackie-cilley,Marketing,New Hampshire,democrat,0.0,0.0,0.0,0.0,0.0,a statement during a candidates forum at Nashua City Hall
724.json,1.0,obamas tax plan cuts taxes for 95 percent of all working families,taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Elko, Nev."
11617.json,0.0,59 percent of americans today believe that barack obama is still a muslim,"candidates-biography,diversity,polls",arsalan-iftikhar,"Senior editor, Islamic Monthly magazine ","Washington, D.C.",none,0.0,1.0,0.0,0.0,0.0,"a roundtable discussion on NBC's ""Meet the Press"""
6853.json,0.0,carol sheaporter wants to increase taxes on small business and job creators,small-business,frank-guinta,"U.S. Congress, NH-First District",New Hampshire,republican,1.0,1.0,1.0,1.0,0.0,"an advertisement, “Veterans,”"
5329.json,1.0,a bill delaying the start of classes until labor day would permit school districts to shave 5 full weeks off the school year,"education,tourism",marc-schare,Member of the Worthington Board of Education,Ohio,none,0.0,0.0,0.0,0.0,0.0,an Ohio House committee hearing 
3469.json,0.0,on whether the united states should intervene in libya,"foreign-policy,military",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,televised interviews
8005.json,1.0,there was a gallup poll in egypt last year and 70 percent of egyptians dont want our money,"foreign-policy,polls",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,a Fox News interview
195.json,1.0,the truth of the matter is that during my administration the fbis crime statistics show that violent crime was reduced in massachusetts by 7 percent,crime,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,an interview
1768.json,0.0,scott maddox has run losing campaigns for 3 of floridas 4 available cabinet positions,"agriculture,candidates-biography",adam-putnam,Florida Commissioner of Agriculture,Florida,republican,0.0,1.0,1.0,2.0,1.0,a campaign statement
9196.json,1.0,americans spend 61 billion hours a year on tax preparation,taxes,virginia-foxx,U.S. Representative,North Carolina,republican,0.0,0.0,0.0,1.0,1.0,in a comment on Twitter
13247.json,0.0,we are now for the first time ever energy independent,"energy,environment,gas-prices,trade",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,the second presidential debate
5659.json,1.0,last year exxon pocketed nearly 47 million every hour,"corporations,energy",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech in the Rose Garden
4237.json,1.0,says republican sen john mccain won more votes for president in cuyahoga county in the 2008 general election than he did in seven states,elections,kevin-dewine,Chairman of the Ohio Republican Party,Ohio,republican,1.0,0.0,0.0,1.0,0.0,a speech at a GOP dinner
2540.json,0.0,sayspeter kilmartin voted in favor of expanding the good behavior statute to sex offenders,"crime,voting-record",erik-wallin,,Rhode Island,republican,0.0,1.0,0.0,0.0,0.0,a news release
4659.json,1.0,on letting occupy atlanta protesters stay in woodruff park,"occupy-wall-street,public-safety",kasim-reed,,,democrat,1.0,0.0,5.0,7.0,1.0,statements to the public
10286.json,1.0,there are more african american men in prison jail on probation or parole than were enslaved in 1850,"civil-rights,crime,criminal-justice,marijuana",diego-arene-morley,Student,"Washington, D.C.",activist,0.0,0.0,0.0,0.0,0.0,a community forum
3255.json,0.0,limiting labor negotiations to only wages is how it is for the most part in the private sector,"labor,state-budget",alberta-darling,"State Senator, 8th District",Wisconsin,republican,1.0,1.0,2.0,1.0,1.0,an appearance on a TV interview program
